arrival_time,prefill_length,decode_length
1033.0361,10,10
1033.0474,10,10
1033.2709,10,10
1034.0365,10,10
1034.4541,10,10
1034.6417,10,10
1035.1728,10,10
1035.3048,10,10
1035.312,10,10
1035.3175,20,20
1036.0348,10,10
1036.5235,10,10
1036.9209,20,20
1037.2419,10,10
1037.2617,10,10
1038.1691,10,10
1038.6523,10,10
1039.0666,10,10
1039.5565,10,10
1040.5557,10,10
1040.9978,10,10
1041.4326,10,10
1043.1031,20,20
1043.535,20,20
1043.7704,10,10
1044.4772,10,10
1044.7691,10,10
1044.9925,20,20
1045.3836,10,10
1045.5065,20,20
1045.6301,10,10
1045.7601,10,10
1046.1602,20,20
1046.2143,10,10
1047.1477,20,20
1047.5311,10,10
1048.8546,10,10
1049.0638,10,10
1049.2167,20,20
1049.4389,10,10
1049.5578,10,10
1052.2744,10,10
1053.3571,20,20
1054.2592,10,10
1054.7834,10,10
1054.8193,20,20
1055.3601,20,20
1055.5993,10,10
1055.9072,20,20
1056.2271,10,10
1056.6767,10,10
1056.7042,10,10
1057.0074,10,10
1057.245,20,20
1057.5179,20,20
1057.5691,10,10
1057.6349,20,20
1058.0728,20,20
1058.1349,10,10
1058.3684,10,10
1058.4115,20,20
1058.7629,20,20
1059.0289,20,20
1059.0719,20,20
1059.09,20,20
1059.7894,10,10
1059.881,10,10
1060.228,10,10
1060.815,10,10
1061.4122,10,10
1061.9352,10,10
1062.0962,10,10
1062.1811,10,10
1062.6863,10,10
1063.1436,10,10
1063.2424,10,10
1063.4899,20,20
1063.853,10,10
1064.0482,20,20
1064.1567,10,10
1064.5332,20,20
1064.7076,10,10
1065.6158,10,10
1065.6715,20,20
1065.7088,10,10
1065.7184,10,10
1065.9178,20,20
1066.4735,10,10
1066.9439,10,10
1067.5453,10,10
1068.4558,10,10
1068.9127,20,20
1069.2676,10,10
1070.4561,20,20
1070.5498,20,20
1070.8887,10,10
1071.0903,20,20
1071.2726,10,10
1071.6078,10,10
1071.8647,10,10
1071.9482,10,10
1072.3732,10,10
1072.5354,10,10
1073.2033,20,20
1073.8065,10,10
1074.2441,10,10
1074.6933,10,10
1074.9125,10,10
1074.9392,10,10
1074.9554,10,10
1075.2306,10,10
1075.2748,10,10
1075.7416,10,10
1076.0988,20,20
1076.7288,20,20
1076.8058,10,10
1077.6792,20,20
1077.862,20,20
1077.8782,10,10
1078.4162,10,10
1078.5348,10,10
1079.5287,10,10
1080.6149,10,10
1080.7244,10,10
1081.393,10,10
1081.5618,10,10
1082.3732,10,10
1082.5914,20,20
1082.855,20,20
1085.319,10,10
1085.3343,10,10
1085.715,20,20
1086.4726,10,10
1086.7638,20,20
1086.9598,10,10
1087.6996,20,20
1088.4185,20,20
1088.6807,20,20
1088.7729,10,10
1088.8749,20,20
1089.0857,10,10
1089.124,20,20
1089.3303,20,20
1090.0256,10,10
1090.0578,10,10
1090.262,10,10
1090.2967,10,10
1090.8426,20,20
1091.2736,20,20
1091.3331,20,20
1092.1481,10,10
1092.9971,10,10
1093.9542,10,10
1094.8102,20,20
1095.3443,10,10
1095.3887,10,10
1095.6323,10,10
1095.6691,10,10
1095.7875,10,10
1095.9178,10,10
1096.2344,10,10
1096.3907,10,10
1096.444,10,10
1096.5356,10,10
1096.6153,10,10
1096.9626,20,20
1098.4227,10,10
1099.1348,10,10
1099.5902,20,20
1100.852,10,10
1101.1417,10,10
1101.3048,10,10
1102.1053,10,10
1102.3028,10,10
1102.4807,10,10
1102.613,10,10
1102.6824,10,10
1102.8306,10,10
1103.0501,10,10
1103.6105,10,10
1103.6428,10,10
1103.761,10,10
1104.5888,10,10
1104.6683,10,10
1104.8703,20,20
1104.878,10,10
1105.0613,20,20
1105.5659,20,20
1105.878,10,10
1105.9622,10,10
1106.0053,10,10
1106.3367,10,10
1106.5168,10,10
1106.9311,10,10
1106.9857,20,20
1107.7455,10,10
1107.8192,10,10
1108.1765,20,20
1108.2538,10,10
1108.3436,20,20
1108.6059,10,10
1108.6837,10,10
1109.1728,10,10
1109.3326,10,10
1109.6672,10,10
1109.7101,10,10
1110.0178,10,10
1110.0355,20,20
1110.2008,10,10
1110.2897,20,20
1110.543,20,20
1111.0649,10,10
1111.0942,10,10
1111.313,20,20
1111.3654,10,10
1111.672,10,10
1112.2118,20,20
1112.3175,10,10
1112.7445,10,10
1113.0795,20,20
1113.1755,20,20
1113.2946,10,10
1114.045,10,10
1115.036,10,10
1115.2244,10,10
1115.2748,20,20
1115.5835,20,20
1115.6105,10,10
1115.7222,20,20
1116.5271,10,10
1117.9181,20,20
1118.803,10,10
1119.9044,10,10
1120.1366,10,10
1120.2452,10,10
1120.5813,10,10
1121.0338,20,20
1121.258,10,10
1121.5972,10,10
1121.9272,10,10
1122.838,10,10
1123.0152,20,20
1123.0622,10,10
1124.0445,10,10
1124.3057,10,10
1124.5046,10,10
1124.6734,20,20
1124.8071,10,10
1125.5258,10,10
1125.5932,10,10
1125.7025,10,10
1125.7383,20,20
1126.5388,20,20
1126.6298,20,20
1127.1548,20,20
1127.215,10,10
1127.3115,10,10
1127.6211,20,20
1127.7309,10,10
1127.9219,20,20
1128.1638,10,10
1128.5001,10,10
1129.0176,10,10
1129.1481,10,10
1129.2071,20,20
1129.5503,10,10
1129.7831,10,10
1129.8921,20,20
1129.9766,20,20
1130.2253,20,20
1130.325,10,10
1130.4011,10,10
1130.8241,10,10
1130.9265,10,10
1131.0898,10,10
1131.2132,10,10
1131.3142,10,10
1131.3749,20,20
1131.4541,20,20
1132.1877,10,10
1132.356,10,10
1133.3593,20,20
1133.6655,10,10
1134.0428,20,20
1134.6979,20,20
1135.4175,10,10
1135.5954,20,20
1135.841,10,10
1135.9181,10,10
1136.1528,10,10
1136.9518,10,10
1137.1808,10,10
1137.2263,10,10
1137.3365,20,20
1137.6332,10,10
1137.7639,20,20
1138.5657,10,10
1138.8972,20,20
1139.3604,10,10
1139.4566,10,10
1139.7313,20,20
1140.0152,10,10
1140.0419,20,20
1140.1397,10,10
1140.2628,10,10
1141.2988,10,10
1141.4424,10,10
1141.5952,10,10
1141.5955,10,10
1142.1508,20,20
1142.6182,10,10
1143.4047,10,10
1143.7475,20,20
1143.8983,10,10
1144.592,10,10
1144.6744,10,10
1144.8217,20,20
1144.981,10,10
1145.1973,10,10
1145.2465,10,10
1145.5794,10,10
1146.7227,20,20
1146.8469,10,10
1146.8674,10,10
1147.0396,10,10
1147.156,10,10
1147.292,10,10
1148.4873,10,10
1148.7424,20,20
1148.8029,10,10
1149.1169,10,10
1149.8316,10,10
1149.9156,10,10
1149.9746,20,20
1150.2496,10,10
1150.5306,10,10
1150.9849,10,10
1151.7887,20,20
1152.9843,20,20
1154.1242,20,20
1154.8467,10,10
1155.0881,20,20
1155.5803,10,10
1155.8339,10,10
1156.4853,20,20
1156.658,20,20
1156.7128,10,10
1156.8064,10,10
1156.8218,10,10
1156.9362,10,10
1157.1443,10,10
1157.5015,10,10
1157.979,10,10
1158.7856,20,20
1159.1863,10,10
1159.5428,10,10
1159.8907,10,10
1159.9165,10,10
1159.9342,10,10
1160.3348,10,10
1160.6231,10,10
1160.8401,20,20
1160.8697,20,20
1161.5368,10,10
1161.6244,10,10
1161.637,10,10
1161.9351,10,10
1162.0706,10,10
1162.0961,10,10
1162.6174,20,20
1162.7408,10,10
1162.7554,20,20
1162.8,10,10
1163.1635,20,20
1163.2686,10,10
1163.4336,10,10
1163.5289,10,10
1163.7677,10,10
1164.5242,20,20
1164.5761,10,10
1164.6994,20,20
1164.8249,10,10
1165.5196,10,10
1165.5867,10,10
1166.3276,10,10
1166.403,20,20
1166.4628,10,10
1167.0284,10,10
1167.4455,10,10
1168.1876,20,20
1168.7691,10,10
1168.8958,20,20
1168.9022,20,20
1169.0141,10,10
1169.0483,10,10
1169.0579,10,10
1169.2405,20,20
1169.9348,10,10
1170.2,20,20
1170.3067,10,10
1171.0531,10,10
1171.1866,10,10
1171.3983,10,10
1171.4136,10,10
1173.042,10,10
1173.5931,10,10
1174.1732,20,20
1174.9462,10,10
1175.1005,10,10
1175.1724,20,20
1175.4732,20,20
1175.5731,10,10
1176.1405,10,10
1176.3316,10,10
1176.4783,20,20
1177.2548,20,20
1177.2739,10,10
1178.7441,10,10
1178.7683,20,20
1178.8814,20,20
1179.8249,10,10
1180.3128,20,20
1180.4966,10,10
1180.6591,10,10
1180.8245,10,10
1181.0921,20,20
1182.4778,10,10
1182.483,10,10
1183.1125,10,10
1183.725,10,10
1184.2123,10,10
1184.3887,20,20
1184.8071,20,20
1185.8084,20,20
1186.5204,10,10
1186.7073,10,10
1186.915,10,10
1186.9561,10,10
1187.2485,10,10
1187.3998,10,10
1187.6101,10,10
1188.4971,20,20
1188.5097,10,10
1188.6053,20,20
1189.8802,10,10
1189.9829,10,10
1190.2159,10,10
1191.3735,20,20
1191.5359,10,10
1191.5678,10,10
1191.6162,10,10
1191.705,10,10
1192.1572,10,10
1192.2388,10,10
1192.5379,20,20
1192.6081,20,20
1192.9662,20,20
1193.961,10,10
1194.1978,20,20
1194.2569,10,10
1194.2675,20,20
1194.605,10,10
1194.7466,10,10
1195.065,10,10
1195.1402,20,20
1195.5647,20,20
1195.6072,10,10
1196.3027,10,10
1196.5347,20,20
1196.5815,20,20
1197.0037,10,10
1197.4349,10,10
1198.6085,10,10
1198.6336,20,20
1199.4587,10,10
1200.1662,10,10
1200.1948,10,10
1200.1982,10,10
1200.3177,10,10
1200.8623,10,10
1201.1271,10,10
1201.3845,10,10
1202.2638,20,20
1202.4641,10,10
1203.5937,10,10
1204.7931,10,10
1204.9815,10,10
1205.5688,10,10
1205.7273,10,10
1205.7336,20,20
1205.833,10,10
1205.9351,10,10
1206.1444,10,10
1206.4254,10,10
1207.1185,20,20
1207.2579,20,20
1207.3142,10,10
1207.3781,10,10
1208.0419,10,10
1208.421,10,10
1208.5908,10,10
1208.6778,20,20
1208.7027,20,20
1208.7251,20,20
1208.9302,10,10
1209.1085,10,10
1209.116,20,20
1209.5618,10,10
1209.7867,20,20
1209.8463,10,10
1209.9361,10,10
1209.998,10,10
1210.3936,10,10
1211.2582,20,20
1211.5571,10,10
1211.7679,10,10
1212.408,20,20
1212.4282,10,10
1212.9656,10,10
1212.9984,20,20
1213.3181,20,20
1214.3065,10,10
1215.1666,10,10
1215.5846,10,10
1216.1197,10,10
1217.263,10,10
1217.518,10,10
1217.7159,10,10
1217.7213,10,10
1218.5972,10,10
1219.1696,20,20
1219.4044,10,10
1219.4596,10,10
1219.725,20,20
1219.8896,10,10
1220.2014,10,10
1220.2646,10,10
1220.3254,20,20
1220.5041,20,20
1222.0879,20,20
1222.235,10,10
1222.3558,10,10
1222.3906,10,10
1222.8424,10,10
1223.271,20,20
1223.5137,10,10
1223.5205,20,20
1223.5302,10,10
1223.6065,20,20
1224.0678,10,10
1224.4477,10,10
1224.5022,10,10
1224.5969,10,10
1224.7474,20,20
1225.0165,10,10
1225.1923,10,10
1225.8102,20,20
1226.1294,20,20
1226.5851,10,10
1227.439,10,10
1229.1426,20,20
1229.3063,20,20
1229.4933,10,10
1229.6436,10,10
1229.8726,20,20
1231.3923,10,10
1231.6745,10,10
1231.8879,10,10
1231.9138,10,10
1231.9409,10,10
1232.5297,10,10
1232.7481,20,20
1232.8359,10,10
1232.9643,10,10
1233.2924,20,20
1233.4402,10,10
1233.586,10,10
1234.0169,10,10
1234.2395,10,10
1234.31,20,20
1234.8168,20,20
1235.1068,10,10
1235.1373,20,20
1235.9662,10,10
1236.2906,10,10
1236.5066,10,10
1236.7318,10,10
1237.551,10,10
1237.7499,10,10
1237.8671,10,10
1237.9114,10,10
1238.2257,10,10
1238.5547,10,10
1239.2711,20,20
1239.4738,10,10
1239.5989,10,10
1239.7976,20,20
1239.8387,10,10
1240.6649,10,10
1241.5324,10,10
1241.7752,10,10
1242.0428,20,20
1242.0825,10,10
1242.2632,10,10
1242.3041,20,20
1242.5438,20,20
1242.5754,20,20
1243.6114,10,10
1243.63,20,20
1243.6745,10,10
1244.0897,20,20
1245.0317,10,10
1245.6075,10,10
1245.9867,10,10
1246.0033,10,10
1246.0874,20,20
1246.326,10,10
1246.5879,10,10
1246.6758,10,10
1246.7284,20,20
1247.21,10,10
1248.9828,10,10
1249.3958,10,10
1250.023,10,10
1250.0585,10,10
1250.1765,20,20
1250.3288,10,10
1250.3817,20,20
1250.3907,10,10
1250.8651,10,10
1252.2593,10,10
1252.4114,20,20
1252.8013,10,10
1252.8413,10,10
1253.0603,10,10
1253.4603,10,10
1253.7183,10,10
1253.9102,20,20
1254.6152,10,10
1255.3838,20,20
1255.458,10,10
1255.9311,10,10
1256.1649,10,10
1256.3123,10,10
1256.3683,10,10
1256.5874,10,10
1256.854,10,10
1257.2468,20,20
1257.4172,10,10
1257.9539,10,10
1257.9902,10,10
1258.2417,10,10
1258.342,10,10
1258.4273,10,10
1258.6782,20,20
1259.3054,10,10
1259.3268,10,10
1259.5985,10,10
1259.6623,20,20
1259.6906,10,10
1259.803,20,20
1259.836,20,20
1260.7479,10,10
1261.1551,10,10
1261.2866,10,10
1261.6356,10,10
1262.2931,10,10
1262.3724,20,20
1263.3312,20,20
1263.8795,10,10
1264.004,10,10
1264.9235,20,20
1265.0906,10,10
1265.5803,20,20
1265.7051,20,20
1265.8389,20,20
1266.452,10,10
1266.9958,20,20
1267.5585,20,20
1267.6929,10,10
1267.7823,20,20
1268.1974,10,10
1268.4588,20,20
1268.5251,20,20
1268.6943,10,10
1268.9524,10,10
1269.3973,20,20
1269.6504,10,10
1269.7107,20,20
1270.0293,10,10
1270.595,10,10
1270.8747,10,10
1271.308,20,20
1271.5322,10,10
1271.6796,20,20
1272.2869,20,20
1272.2986,20,20
1272.3738,20,20
1272.4021,10,10
1272.4813,10,10
1272.8722,20,20
1273.376,10,10
1273.526,20,20
1273.7646,10,10
1274.4424,20,20
1274.6957,10,10
1274.7872,20,20
1274.9779,10,10
1275.2161,10,10
1275.9746,20,20
1276.449,10,10
1276.5936,10,10
1277.5233,10,10
1277.8541,10,10
1277.9416,20,20
1278.215,10,10
1278.3994,10,10
1278.8249,10,10
1279.0216,10,10
1279.0416,10,10
1279.2004,10,10
1279.2036,10,10
1279.455,20,20
1279.4955,20,20
1280.1504,20,20
1280.2612,20,20
1280.5384,20,20
1281.1201,10,10
1282.807,10,10
1283.0584,10,10
1283.7101,10,10
1283.9223,10,10
1284.4783,10,10
1284.8555,20,20
1285.0093,20,20
1285.2967,10,10
1285.7002,20,20
1286.6629,20,20
1286.7632,10,10
1287.0188,10,10
1287.7834,10,10
1287.8752,20,20
1287.938,10,10
1288.6953,20,20
1288.7052,20,20
1289.1004,20,20
1289.8296,20,20
1289.9215,20,20
1290.2574,10,10
1290.2705,10,10
1290.3533,20,20
1290.3871,20,20
1290.4689,20,20
1290.7331,10,10
1290.9746,20,20
1291.117,20,20
1291.2718,10,10
1291.8542,10,10
1291.9183,10,10
1291.9553,20,20
1293.1247,20,20
1293.3129,10,10
1293.4129,10,10
1293.9003,10,10
1294.0263,10,10
1294.2098,10,10
1294.6051,10,10
1294.7371,20,20
1294.8751,10,10
1294.9604,20,20
1294.9624,10,10
1295.0561,10,10
1295.1437,20,20
1295.2542,20,20
1295.3269,10,10
1296.0348,10,10
1296.266,20,20
1297.176,10,10
1297.22,10,10
1297.4697,10,10
1297.4918,20,20
1297.5225,10,10
1297.5239,20,20
1297.5308,10,10
1298.0728,10,10
1298.534,10,10
1298.623,10,10
1298.7561,10,10
1298.7681,10,10
1299.6689,10,10
1300.2761,20,20
1300.3294,20,20
1301.1088,20,20
1301.5072,10,10
1301.58,10,10
1301.7116,10,10
1302.3434,20,20
1302.7256,10,10
1304.0306,10,10
1304.3027,10,10
1304.3286,10,10
1304.3487,10,10
1304.3911,20,20
1304.7753,10,10
1305.0249,10,10
1305.0394,10,10
1305.477,10,10
1305.4827,10,10
1305.6432,20,20
1306.2568,10,10
1306.4398,10,10
1306.4603,10,10
1306.9041,10,10
1307.1576,10,10
1307.2613,20,20
1307.676,20,20
1308.9786,10,10
1309.3624,20,20
1309.3714,10,10
1309.4459,20,20
1309.5324,10,10
1310.1504,10,10
1310.3088,10,10
1311.4817,10,10
1311.698,20,20
1311.7165,10,10
1312.1156,10,10
1312.1416,10,10
1312.4192,10,10
1312.4912,20,20
1313.3122,10,10
1314.1313,10,10
1314.1911,20,20
1314.2583,10,10
1314.3864,10,10
1314.7931,20,20
1315.2364,10,10
1315.8248,20,20
1316.5689,10,10
1316.5722,20,20
1316.619,10,10
1316.9179,10,10
1317.1238,10,10
1317.8874,20,20
1317.9726,20,20
1318.0348,20,20
1318.1465,10,10
1318.1901,10,10
1318.3087,10,10
1318.3186,20,20
1318.4924,20,20
1319.0068,10,10
1319.0332,10,10
1319.3723,10,10
1319.6641,10,10
1319.8676,10,10
1320.1186,10,10
1320.496,10,10
1320.5465,20,20
1320.584,10,10
1320.7939,20,20
1324.518,20,20
1324.9289,20,20
1325.1299,20,20
1326.6891,20,20
1327.7641,20,20
1328.4537,20,20
1329.2642,20,20
1330.5343,20,20
1330.7936,20,20
